de-date;tavg;tmin;tmax;wind;globrad;precip;relhumid
;C_deg;C_deg;C_deg;m/s;MJ m-2 d-1;mm;%
01.04.2016;2.4;1.2;3.4;3.6;14.12168652;0.6;90.4
02.04.2016;2.4;1.2;3.4;3.6;14.12168652;0.6;90.4
03.04.2016;2.9;1.4;5.7;2.1;11.08973052;0.8;87.5
04.04.2016;2.5;-3.1;5.6;1.5;16.52898168;0.0;69.3
05.04.2016;2.3;-4.3;8.0;0.6;14.10334524;0.0;67.8
06.04.2016;3.9;-0.1;8.8;1.5;16.22980188;0.0;70.5
07.04.2016;6.7;2.6;11.4;3.0;16.78407192;1.8;65.6
08.04.2016;4.3;-2.1;10.2;2.0;17.5761;0.0;56.9
09.04.2016;8.9;0.6;18.2;1.9;17.76268296;0.0;45.3
10.04.2016;14.2;6.0;21.0;2.6;15.15642732;0.0;45.4
11.04.2016;5.4;0.9;14.3;3.5;17.75615616;3.5;63.6
12.04.2016;2.7;-4.2;9.9;0.5;16.89018912;0.0;49.9
13.04.2016;4.7;-2.6;11.6;1.8;9.93378348;0.0;48.8
14.04.2016;5.2;-2.4;11.7;1.0;11.00556036;0.0;50.3
15.04.2016;8.0;-0.9;16.8;1.4;11.32197732;0.0;51.5
16.04.2016;10.7;0.0;20.8;0.8;10.319661;0.0;56.6
17.04.2016;14.0;8.4;19.8;0.6;16.70926284;12.0;68.6
18.04.2016;10.4;7.0;13.4;1.4;15.14644812;25.0;90.9
19.04.2016;8.8;6.7;12.6;2.5;18.86132628;27.9;79.0
20.04.2016;11.0;5.9;16.0;2.8;17.28023724;0.0;45.1
21.04.2016;12.2;6.7;20.2;3.8;19.91151396;8.3;62.8
22.04.2016;3.1;1.0;4.7;3.8;12.2881536;13.0;68.9
23.04.2016;3.7;-2.4;8.0;2.4;16.50418056;0.0;45.4
24.04.2016;6.6;-1.3;12.0;0.5;19.44836352;0.0;45.0
25.04.2016;9.0;5.8;12.8;1.3;18.37751148;0.6;79.0
26.04.2016;9.5;5.1;15.9;2.9;17.9906238;6.8;76.1
27.04.2016;11.4;4.7;15.5;1.1;14.75611704;0.0;56.6
28.04.2016;11.4;4.7;15.5;1.1;14.75611704;0.0;56.6
29.04.2016;10.2;5.8;13.8;1.6;19.40085864;0.0;56.5
30.04.2016;11.6;5.8;16.9;0.9;19.91796336;0.0;54.3
01.05.2016;16.5;10.6;23.8;1.3;17.88054264;8.3;74.6
02.05.2016;22.0;15.0;27.4;1.5;19.79277732;0.0;40.9
03.05.2016;21.0;12.7;28.1;1.0;16.93847988;0.0;57.3
04.05.2016;18.2;11.5;26.7;1.3;18.325575;0.0;44.9
05.05.2016;15.9;10.5;22.2;1.1;15.22133424;0.3;55.4
06.05.2016;18.1;14.1;23.6;1.4;20.89660788;24.3;73.0
07.05.2016;15.0;12.1;19.1;1.1;21.52742508;1.1;73.4
08.05.2016;15.0;6.7;23.8;0.1;23.34526344;0.0;62.9
09.05.2016;15.4;9.4;23.3;1.0;22.1996196;0.0;53.9
10.05.2016;10.8;5.4;17.4;1.3;20.01062988;0.0;47.1
11.05.2016;10.8;4.2;19.2;1.0;20.27443716;0.0;46.4
12.05.2016;17.3;11.7;24.4;1.8;24.14164032;0.0;39.6
13.05.2016;16.2;7.0;24.5;0.9;19.17178596;0.0;56.0
14.05.2016;19.5;8.8;25.8;0.8;19.89001944;0.0;50.4
15.05.2016;16.6;9.3;20.7;0.1;18.58778244;0.6;74.5
16.05.2016;17.1;10.1;23.7;0.1;20.62654452;0.0;70.1
17.05.2016;19.3;10.7;26.2;0.8;16.91111088;0.0;65.0
18.05.2016;19.9;15.8;25.7;1.1;17.30987244;12.0;71.5
19.05.2016;15.5;14.4;18.9;1.1;23.9194548;34.0;91.3
20.05.2016;11.9;10.4;13.7;0.8;21.61711584;25.0;94.9
21.05.2016;13.5;6.5;19.7;1.1;22.56923484;0.0;63.1
22.05.2016;15.2;7.5;21.1;1.6;20.76526404;0.0;66.0
23.05.2016;18.8;11.1;25.0;0.4;25.03557612;0.0;68.8
24.05.2016;18.3;13.4;22.9;0.6;25.3892988;0.0;64.0
25.05.2016;13.8;6.4;18.5;1.5;25.19779032;0.0;54.5
26.05.2016;13.7;6.5;19.9;0.6;26.32534092;0.0;52.3
27.05.2016;18.1;11.9;22.7;1.5;26.51485608;0.0;50.9
28.05.2016;13.5;4.5;18.3;1.0;24.05277756;0.0;53.6
29.05.2016;17.1;13.4;21.7;1.1;24.73476696;0.0;48.4
30.05.2016;18.5;11.3;24.9;1.8;24.95184264;0.0;49.0
31.05.2016;9.2;5.4;13.1;1.6;23.79664872;0.0;51.6
01.06.2016;10.3;4.9;17.6;0.8;21.39485256;0.0;54.1
02.06.2016;10.3;4.9;17.6;0.8;21.39485256;0.0;54.1
03.06.2016;20.5;12.3;25.2;1.6;23.9817024;0.0;45.6
04.06.2016;20.1;15.7;25.7;1.8;23.05948536;0.0;54.3
05.06.2016;15.0;12.2;20.5;1.4;22.62016944;9.3;72.9
06.06.2016;9.4;5.2;12.9;2.0;23.0021226;8.8;69.0
07.06.2016;10.0;3.9;15.8;0.8;22.04140608;1.0;62.8
08.06.2016;12.2;8.0;17.6;1.8;23.91971652;4.0;66.0
09.06.2016;11.2;7.7;14.9;1.1;22.80789504;6.0;65.3
10.06.2016;9.3;3.6;13.7;0.5;21.89379204;1.0;75.8
11.06.2016;12.1;7.1;20.1;0.4;23.28985908;1.0;75.3
12.06.2016;17.0;12.2;24.6;0.9;22.46869872;5.0;64.3
13.06.2016;17.0;14.1;20.1;1.1;24.16254948;13.0;78.5
14.06.2016;14.1;9.3;17.7;0.5;25.7618934;0.0;63.4
15.06.2016;14.2;8.6;19.8;1.1;25.60148424;0.0;60.0
16.06.2016;16.8;7.2;22.9;0.6;25.93100916;0.0;50.8
17.06.2016;18.3;9.0;24.8;0.6;25.450047;0.0;56.6
18.06.2016;20.7;11.0;27.7;0.3;20.0279178;0.0;57.3
19.06.2016;20.3;12.1;26.0;0.6;24.67917252;0.0;69.6
20.06.2016;19.8;17.7;23.5;1.6;24.97377672;0.6;54.5
21.06.2016;19.2;9.9;24.9;1.0;25.46723844;0.0;53.0
22.06.2016;22.5;12.9;30.3;1.1;22.73900436;0.0;59.4
23.06.2016;24.7;17.7;32.4;1.0;24.2502786;0.0;54.6
24.06.2016;23.7;17.8;29.9;1.4;23.81758776;0.0;54.5
25.06.2016;18.0;14.1;23.3;0.9;22.34329632;12.0;68.0
26.06.2016;19.3;11.4;25.3;0.0;24.6325572;0.0;62.6
27.06.2016;20.9;14.3;26.7;0.4;24.13429272;0.0;53.4
28.06.2016;21.1;13.2;27.0;0.3;24.11089272;0.0;53.9
29.06.2016;21.1;13.1;27.3;0.6;17.21574324;0.0;59.4
30.06.2016;22.8;16.3;29.6;1.3;18.95867064;0.0;63.6
01.07.2016;21.7;18.5;28.4;1.8;25.29984744;18.0;77.8
02.07.2016;19.2;15.4;23.5;0.9;24.04436292;1.1;65.8
03.07.2016;17.4;13.0;22.1;1.1;24.44536224;0.0;60.0
04.07.2016;19.0;13.8;25.7;1.3;22.97988792;1.0;59.4
05.07.2016;16.9;13.2;21.9;1.3;22.42352808;1.3;74.3
06.07.2016;18.7;12.9;25.2;0.8;22.96202688;2.0;71.6
07.07.2016;20.4;14.5;25.2;0.6;22.58436636;0.0;63.8
08.07.2016;17.3;15.6;19.8;0.0;22.63680864;36.0;87.8
09.07.2016;17.7;13.6;20.4;0.5;23.58869076;10.0;83.3
10.07.2016;18.8;15.2;22.7;0.5;22.37397372;0.0;79.9
11.07.2016;19.9;16.5;23.4;0.5;22.48513056;0.0;79.5
12.07.2016;21.3;16.0;26.4;0.1;20.84537808;0.0;69.0
13.07.2016;20.8;13.8;26.1;0.1;17.50483836;0.0;68.3
14.07.2016;21.4;15.0;26.5;0.3;15.98118768;0.0;72.6
15.07.2016;23.1;17.9;28.1;0.8;18.58303116;0.0;70.1
16.07.2016;23.7;18.3;29.3;0.8;19.15774272;0.2;70.4
17.07.2016;24.5;18.9;29.8;1.1;20.4787494;19.0;70.0
18.07.2016;20.4;18.8;22.7;1.0;22.01378544;26.5;88.8
19.07.2016;20.5;18.9;21.5;1.6;20.4953976;22.0;89.1
20.07.2016;22.2;20.1;26.5;1.6;19.37061576;19.4;86.8
21.07.2016;21.9;19.4;25.1;2.1;20.47710924;8.0;82.8
22.07.2016;21.1;19.6;24.2;3.0;20.53098648;0.0;82.9
23.07.2016;18.6;17.5;19.9;2.3;18.3967434;0.6;83.5
24.07.2016;18.5;15.7;22.5;1.6;20.2220946;0.0;86.0
25.07.2016;19.2;16.9;23.5;2.4;12.78342072;0.7;75.8
26.07.2016;23.2;18.6;28.5;1.1;14.219694;0.1;66.1
27.07.2016;24.6;20.8;28.2;0.4;16.99977492;0.0;67.0
28.07.2016;24.0;19.7;30.4;0.5;18.09615744;16.0;71.8
29.07.2016;21.6;19.2;25.3;0.8;22.79281284;0.0;76.4
30.07.2016;18.1;13.5;21.8;1.0;23.68840428;0.0;76.4
31.07.2016;19.7;13.1;25.5;0.8;22.61573604;0.0;65.5
01.08.2016;24.4;18.0;30.0;0.4;16.7349744;0.0;65.8
02.08.2016;25.2;18.0;32.0;0.8;16.58158416;1.0;61.8
03.08.2016;20.1;17.3;22.7;1.0;17.28351576;3.6;87.1
04.08.2016;19.4;13.9;25.9;0.5;17.53131636;2.3;76.0
05.08.2016;19.4;13.9;25.9;0.5;17.53131636;2.3;76.0
06.08.2016;22.9;16.1;29.2;0.9;17.40792816;0.0;64.4
07.08.2016;23.0;14.8;33.6;1.3;16.45198056;54.0;74.1
08.08.2016;18.0;12.0;24.0;1.3;15.8927184;2.0;69.0
09.08.2016;19.2;13.5;25.6;0.4;17.8241256;0.0;70.9
10.08.2016;19.2;13.5;25.6;0.4;17.8241256;0.0;70.9
11.08.2016;22.1;16.9;27.9;1.1;13.79618784;0.0;64.9
12.08.2016;18.1;10.9;26.3;1.1;11.94126588;19.0;79.6
13.08.2016;14.4;12.0;15.2;0.9;13.51439568;21.6;88.5
14.08.2016;14.4;12.0;15.2;0.9;13.51439568;21.6;88.5
15.08.2016;14.4;12.0;15.2;0.9;13.51439568;21.6;88.5
16.08.2016;15.4;12.8;18.0;0.9;6.48267012;22.5;86.5
17.08.2016;17.5;14.2;21.6;1.3;16.18534152;18.0;71.1
18.08.2016;18.3;14.7;22.7;1.3;14.25872556;1.9;79.3
19.08.2016;21.7;15.9;28.0;1.3;14.44964256;0.0;73.8
20.08.2016;21.7;15.9;28.0;1.3;14.44964256;0.0;73.8
21.08.2016;20.8;15.7;26.9;0.9;15.03766584;0.0;82.9
22.08.2016;22.1;17.6;28.3;0.4;13.72906656;1.0;74.8
23.08.2016;22.0;16.5;28.0;0.8;12.61159092;0.0;78.5
24.08.2016;21.8;16.4;26.9;0.6;10.87074828;0.0;74.9
25.08.2016;21.8;16.4;26.9;0.6;10.87074828;0.0;74.9 
26.08.2016;18.6;10.4;28.1;1.1;14.63568048;11.0;78.0
27.08.2016;18.1;13.4;22.2;1.0;13.9482684;0.0;75.5
28.08.2016;21.9;17.7;26.8;1.9;12.64767804;0.0;65.4
29.08.2016;15.9;7.1;23.9;1.3;12.9243708;0.0;65.8
30.08.2016;15.9;7.1;23.9;1.3;12.9243708;0.0;65.8
31.08.2016;17.4;14.2;21.4;1.8;11.99738952;4.0;69.9
01.09.2016;13.4;9.0;17.9;1.6;12.67621776;2.6;78.8
02.09.2016;12.7;6.8;17.4;0.8;11.8303884;0.0;75.0
03.09.2016;16.5;11.7;21.0;0.8;12.3645366;0.0;80.9
04.09.2016;16.2;11.7;22.4;0.6;10.98564516;0.0;80.1
05.09.2016;15.3;13.3;18.3;1.0;11.43258768;15.0;86.6
06.09.2016;14.5;11.3;18.5;1.3;12.66534216;23.0;90.1
07.09.2016;13.8;9.4;19.6;1.0;12.75175908;0.0;78.6
08.09.2016;16.2;13.9;17.5;2.6;9.60434748;0.0;74.4
09.09.2016;13.7;12.0;18.9;2.3;9.161631;8.0;74.5
10.09.2016;12.6;10.3;14.6;1.3;11.753955;0.0;77.0
11.09.2016;13.3;11.4;16.8;0.9;11.06213904;0.8;79.8
12.09.2016;13.0;10.4;17.1;0.6;10.25775252;3.0;88.5
13.09.2016;16.6;11.4;22.1;2.3;6.23545344;0.0;71.6
14.09.2016;10.4;8.9;14.9;1.6;10.3765914;0.6;78.3
15.09.2016;10.2;7.2;12.8;1.5;8.47704636;0.8;78.6
16.09.2016;10.4;8.5;11.9;1.5;6.30568008;4.0;85.4
17.09.2016;10.1;8.5;12.6;1.1;3.37792464;8.0;90.6
18.09.2016;9.3;8.0;10.6;1.5;4.6148094;0.3;84.9
19.09.2016;8.3;5.7;10.5;2.1;4.24249704;0.1;76.9
20.09.2016;7.6;6.3;9.5;1.4;4.4868492;3.8;88.0
21.09.2016;9.3;7.2;11.6;0.5;7.25594796;0.8;85.6
22.09.2016;8.5;7.5;10.1;1.4;4.67474616;2.0;88.8
23.09.2016;8.9;7.3;10.4;2.1;6.38163936;7.0;84.6
24.09.2016;9.3;6.1;12.4;1.0;7.80077124;0.5;79.9
25.09.2016;7.2;3.2;11.5;1.1;8.24815728;0.0;85.9
26.09.2016;10.1;8.1;13.5;1.8;7.73473968;0.0;74.4
27.09.2016;8.6;7.8;9.8;1.5;8.13195972;0.0;77.1
28.09.2016;7.7;6.3;10.1;0.6;7.82870796;0.0;80.4
29.09.2016;7.2;3.7;9.1;1.0;8.02840788;0.0;87.8
30.09.2016;11.9;9.3;14.3;1.8;7.0593192;9.0;89.5
01.10.2016;10.8;4.6;17.9;1.4;6.40909116;3.0;80.1
02.10.2016;13.5;8.3;18.7;0.9;6.18782616;2.0;82.8
03.10.2016;14.7;10.6;20.1;0.6;6.6411216;0.0;86.5
04.10.2016;12.2;11.1;14.0;0.8;6.5748186;1.0;95.3
05.10.2016;12.2;9.4;17.2;1.8;6.16199112;0.0;81.8
06.10.2016;9.0;8.7;9.5;2.5;5.99364972;6.5;90.9
07.10.2016;9.2;8.4;9.9;1.9;6.86308176;11.8;96.5
08.10.2016;9.7;8.3;10.6;1.9;6.725439;0.6;94.0
09.10.2016;6.2;2.5;8.2;2.9;6.6319362;0.7;78.8
10.10.2016;3.6;1.4;6.1;2.4;5.75342532;0.0;73.1
11.10.2016;3.6;1.4;6.1;2.4;5.75342532;0.0;73.1
12.10.2016;3.9;2.5;5.3;0.9;5.30689104;0.0;69.6
13.10.2016;3.0;1.7;4.1;1.1;5.26853556;0.0;72.9
14.10.2016;2.6;1.3;4.8;1.3;5.78266308;0.0;83.8
15.10.2016;4.0;2.8;6.1;1.5;5.44285764;1.4;85.9
16.10.2016;3.6;2.3;5.4;1.1;5.4412848;1.8;86.8
17.10.2016;2.7;0.4;4.5;1.4;5.4051552;0.0;74.8
18.10.2016;4.0;3.8;4.3;1.4;5.14318932;0.0;79.4
19.10.2016;2.5;1.9;3.1;0.8;5.11377984;0.0;79.3
20.10.2016;1.6;1.3;2.2;0.1;4.86138744;0.0;88.5
21.10.2016;1.4;0.6;2.5;0.4;3.77768448;0.0;88.6
22.10.2016;1.7;0.3;3.1;1.4;3.49538544;0.0;81.9
23.10.2016;3.0;0.4;6.8;2.3;4.08281364;0.0;77.1
24.10.2016;-0.5;-4.3;2.8;2.3;2.94225264;0.0;76.5
25.10.2016;-0.6;-4.7;3.3;2.4;1.98064728;0.0;71.3
26.10.2016;0.3;-2.6;4.2;3.1;3.42099468;0.0;61.6
27.10.2016;-1.2;-4.5;2.1;1.5;4.228542;0.0;73.4
28.10.2016;-0.8;-3.8;1.7;1.3;3.98693268;0.0;79.1
29.10.2016;-0.5;-1.6;0.4;2.6;3.45849408;7.6;87.1
30.10.2016;-0.8;-1.3;-0.2;2.4;3.34926432;10.0;95.6
31.10.2016;-1.7;-3.4;-0.6;2.0;3.21777864;2.8;93.1
01.11.2016;-3.1;-4.2;-2.0;0.9;3.124143;1.9;86.5
02.11.2016;-3.0;-4.5;-1.9;1.1;2.30075172;0.0;83.1
03.11.2016;-0.2;-2.1;0.8;1.5;1.89415692;12.0;95.6
04.11.2016;-1.0;-3.1;0.8;2.1;2.62132992;5.1;88.0
05.11.2016;-3.2;-4.9;-2.1;2.5;2.83898196;2.7;84.6
06.11.2016;-2.9;-6.9;-0.4;2.9;3.13569108;5.0;92.1
07.11.2016;1.2;-0.2;3.4;2.8;3.47534244;25.0;99.0
08.11.2016;0.7;-2.3;2.3;2.1;2.6454546;4.0;89.0
09.11.2016;-1.3;-4.6;1.9;2.4;2.89393092;0.5;86.8
10.11.2016;1.5;-1.1;5.4;1.4;2.76634044;29.0;99.1
11.11.2016;-1.3;-6.7;7.3;3.1;2.7457452;30.0;94.3
12.11.2016;-4.8;-5.9;-4.4;3.0;2.62573452;5.2;85.8
13.11.2016;-3.9;-4.8;-2.9;1.3;2.65739112;0.0;82.8
14.11.2016;-4.1;-4.9;-3.1;1.4;2.70752436;0.0;84.4
15.11.2016;-4.1;-4.6;-3.8;1.0;2.56108176;1.6;91.3
16.11.2016;-3.1;-3.9;-2.4;2.0;2.23341804;0.0;80.3
17.11.2016;-3.7;-4.4;-3.3;2.8;1.95139476;0.0;87.4
18.11.2016;-2.9;-4.6;-1.0;2.1;2.13984864;0.0;87.3
19.11.2016;0.8;-0.6;2.3;2.9;2.54987136;0.0;84.4
20.11.2016;-2.1;-3.9;-0.3;3.6;2.56841316;0.0;81.9
21.11.2016;-6.0;-9.3;-3.1;3.1;2.46362328;0.0;70.8
22.11.2016;-7.2;-9.6;-4.6;2.5;1.92154644;0.0;72.8
23.11.2016;-6.4;-9.0;-3.6;1.9;2.02063896;0.0;65.4
24.11.2016;-2.9;-6.8;0.4;2.6;2.34971316;0.0;79.4
25.11.2016;0.9;-0.4;2.1;2.8;2.37197412;0.0;73.6
26.11.2016;0.0;-0.9;0.9;2.6;2.4430842;5.8;91.1
27.11.2016;0.9;-1.4;2.7;1.9;2.0730006;2.2;90.3
28.11.2016;-3.3;-9.4;0.9;1.8;2.30676588;2.0;88.0
29.11.2016;-10.0;-11.8;-9.2;2.0;2.1568104;1.6;84.9
30.11.2016;-13.1;-14.4;-11.0;1.5;2.32767864;0.4;84.3
01.12.2016;-8.7;-12.2;-6.7;2.1;2.03620788;2.9;86.8
02.12.2016;-5.7;-7.3;-4.7;1.6;1.38701628;2.4;91.0
03.12.2016;-4.7;-5.6;-3.7;0.8;1.887705;1.3;91.1
04.12.2016;-6.0;-7.0;-5.1;1.0;2.31709896;0.0;84.8
05.12.2016;-3.2;-7.7;1.1;4.6;1.9669284;8.0;84.9
06.12.2016;-10.4;-13.8;-5.0;3.5;1.9046394;0.9;75.4
07.12.2016;-10.0;-14.4;-5.4;2.8;1.61142696;1.0;80.5
08.12.2016;-6.1;-8.1;-3.8;1.4;1.70076024;3.0;90.4
09.12.2016;-2.2;-6.0;0.9;2.0;1.617867;0.0;85.8
10.12.2016;-4.5;-6.6;-0.3;2.8;1.90272312;0.2;78.1
11.12.2016;-7.1;-8.0;-6.1;2.0;2.04623676;0.8;80.0
12.12.2016;-11.3;-16.0;-8.7;1.1;1.81397916;0.5;83.6
13.12.2016;-17.1;-21.9;-13.1;1.0;1.96066116;0.0;85.6
14.12.2016;-11.5;-16.9;-8.7;1.5;1.91973888;4.9;89.8
15.12.2016;-12.9;-21.1;-9.3;1.4;1.75304988;1.1;87.5
16.12.2016;-16.7;-23.8;-10.9;0.9;1.78043328;0.3;86.4
17.12.2016;-5.7;-9.8;-2.9;2.0;2.26733364;0.3;92.5
18.12.2016;-1.0;-2.2;0.3;2.8;2.28086028;1.7;88.9
19.12.2016;-2.0;-6.9;-0.8;2.5;2.33142984;1.3;81.0
20.12.2016;-9.5;-13.0;-2.9;1.9;1.97877672;1.0;80.1
21.12.2016;-0.3;-1.7;0.4;1.8;2.54160756;2.4;92.4
22.12.2016;-0.9;-1.7;-0.5;2.0;2.41498044;0.0;90.8
23.12.2016;-2.2;-2.6;-1.8;1.8;2.48123808;1.0;95.6
24.12.2016;-0.7;-1.8;0.6;1.9;2.60067996;2.2;86.5
25.12.2016;-1.2;-1.7;-0.6;2.0;2.51351424;0.2;88.5
26.12.2016;-0.4;-1.6;0.5;3.3;2.61887616;1.2;86.9
27.12.2016;0.0;-2.7;1.5;1.8;2.19424608;5.4;92.6
28.12.2016;-1.6;-3.6;0.7;1.0;2.3079618;0.6;95.6
29.12.2016;-2.7;-4.5;-1.2;1.6;2.03006664;0.0;87.0
30.12.2016;-2.3;-3.9;-1.2;2.6;2.25343044;0.4;88.4
31.12.2016;0.1;-0.6;1.0;3.1;2.63598408;0.0;91.8
01.01.2017;1.6;1.2;2.0;2.6;2.29128984;0.5;93.4
02.01.2017;0.3;-1.9;1.8;1.6;3.11214492;7.1;95.0
03.01.2017;-7.7;-13.8;-1.9;1.5;2.93716404;6.7;90.4
04.01.2017;-7.9;-13.3;-3.8;2.5;3.38143104;8.4;93.4
05.01.2017;-10.8;-18.5;-1.1;2.3;3.5279316;13.0;88.1
06.01.2017;-24.4;-26.0;-22.1;3.0;3.71782764;4.2;75.5
07.01.2017;-24.1;-26.8;-21.7;2.5;2.88665712;0.4;78.1
08.01.2017;-22.6;-26.9;-20.7;1.9;3.69735192;0.2;79.4
09.01.2017;-20.6;-22.7;-18.9;0.5;3.9771018;0.2;83.3
10.01.2017;-20.6;-22.7;-18.9;0.5;3.9771018;0.2;83.3
11.01.2017;-9.2;-13.9;-6.9;1.0;4.37937444;0.0;84.4
12.01.2017;-10.6;-11.8;-9.4;1.6;3.68955072;0.6;90.3
13.01.2017;-5.3;-9.6;-0.8;3.0;3.97782108;16.0;90.1
14.01.2017;-4.9;-8.2;-3.1;1.5;4.02051564;0.0;86.5
15.01.2017;-2.4;-3.3;-1.8;3.0;4.60833984;0.8;86.8
16.01.2017;-2.5;-3.4;-1.7;2.1;2.2792158;14.0;92.8
17.01.2017;-3.0;-4.8;-1.0;0.6;4.32001008;0.0;96.1
18.01.2017;-5.7;-8.5;-2.3;0.9;5.14194084;0.8;94.5
19.01.2017;-6.3;-9.1;-5.1;2.6;4.76090424;0.0;82.9
20.01.2017;-3.5;-4.0;-2.7;3.6;4.41388044;0.0;82.5
21.01.2017;-3.6;-6.4;0.1;2.8;5.24097468;0.3;78.0
22.01.2017;-5.3;-8.1;-1.6;3.4;5.9405994;2.0;79.3
23.01.2017;-2.6;-5.1;-1.2;2.0;5.80850496;2.2;88.1
24.01.2017;0.4;-1.1;1.7;3.3;5.47476732;0.9;84.4
25.01.2017;-5.5;-10.8;0.7;3.3;5.42692764;5.0;85.5
26.01.2017;-18.0;-23.1;-12.2;1.8;5.46170724;1.6;77.0
27.01.2017;-9.1;-13.3;-3.9;1.9;5.74187328;5.6;89.9
28.01.2017;-2.7;-3.5;-2.0;1.4;5.90028876;0.4;90.0
29.01.2017;-10.8;-17.6;-3.5;1.6;5.93055432;0.0;84.5
30.01.2017;-15.8;-20.2;-9.0;1.6;6.35803956;0.0;74.4
31.01.2017;-12.7;-16.2;-8.9;1.9;6.66743472;0.3;76.3
01.02.2017;-6.1;-9.1;-2.2;2.4;6.52285908;0.8;82.1
02.02.2017;-6.3;-10.2;-2.4;2.3;4.98982464;1.0;73.9
03.02.2017;-13.7;-17.1;-8.5;0.6;6.60958668;0.0;83.5
04.02.2017;-14.6;-17.9;-9.9;1.8;6.2872902;0.9;86.4
05.02.2017;-9.8;-11.7;-8.4;1.9;6.52433112;2.2;82.1
06.02.2017;-15.4;-18.4;-12.5;1.3;7.17304428;0.4;74.5
07.02.2017;-20.5;-24.2;-17.0;1.4;7.42168044;0.2;73.9
08.02.2017;-19.4;-24.9;-12.0;1.0;7.75212876;0.0;75.0
09.02.2017;-10.0;-13.9;-5.7;1.8;7.14610548;0.0;88.3
10.02.2017;-3.2;-4.7;-1.4;2.1;8.44527924;0.4;88.5
11.02.2017;-1.6;-2.9;0.2;2.5;8.99539704;0.6;82.8
12.02.2017;-2.9;-4.4;-0.8;1.9;8.64736524;0.9;80.9
13.02.2017;-6.8;-7.6;-5.2;1.5;7.20442224;2.1;84.5
14.02.2017;-2.8;-7.5;3.2;3.4;5.29544664;3.3;84.5
15.02.2017;-0.7;-2.4;1.7;4.5;3.85972704;0.4;64.1
16.02.2017;-7.2;-11.8;-2.5;1.0;7.91251344;0.0;72.0
17.02.2017;-7.2;-11.0;-2.7;2.1;8.62317432;1.0;79.5
18.02.2017;0.6;-2.4;2.5;2.4;6.7048542;1.6;86.5
19.02.2017;1.8;0.5;3.2;3.0;6.91340508;0.0;74.6
20.02.2017;2.5;1.8;4.0;3.9;7.4108556;0.0;76.0
21.02.2017;1.6;0.7;2.8;3.4;6.36415272;7.0;87.1
22.02.2017;0.0;-3.7;1.5;1.9;8.48118168;4.8;91.4
23.02.2017;-3.0;-5.1;0.2;2.1;9.94968792;4.3;88.9
24.02.2017;0.9;-1.8;3.4;1.9;9.6774678;7.7;93.5
25.02.2017;0.9;-1.0;3.6;3.5;11.13958044;2.0;71.3
26.02.2017;-2.5;-5.3;-0.3;3.5;9.2090646;0.8;69.0
27.02.2017;0.3;-2.0;2.3;2.6;8.2730628;4.0;85.9
28.02.2017;0.9;-0.8;3.1;1.3;8.20033488;1.0;82.1
01.03.2017;2.7;1.3;4.3;2.5;10.43251596;0.8;83.0
02.03.2017;2.6;2.2;3.1;2.6;11.48082084;0.4;84.1
03.03.2017;2.3;1.0;4.3;1.8;11.787147;0.0;89.6
04.03.2017;3.0;1.4;5.6;2.1;10.50860664;0.0;74.8
05.03.2017;2.2;-0.3;4.1;1.9;11.37749256;0.0;79.4
06.03.2017;3.7;2.0;6.5;1.5;11.5864812;0.0;85.5
07.03.2017;2.9;1.1;6.1;2.6;11.05921404;0.0;83.8
08.03.2017;1.3;-1.8;5.7;2.1;13.86574092;0.0;85.6
09.03.2017;2.3;-2.8;8.9;1.8;12.83097672;0.0;81.9
10.03.2017;2.0;-2.3;7.8;2.3;14.05906524;0.0;76.5
11.03.2017;2.6;-0.6;7.4;2.1;13.79681208;0.0;79.8
12.03.2017;0.8;-4.0;6.9;1.3;13.97858544;0.0;77.4
13.03.2017;0.1;-5.4;6.9;0.9;14.74991532;0.0;74.5
14.03.2017;1.3;-5.3;8.5;0.6;15.62877756;0.0;74.3
15.03.2017;2.1;-4.8;9.6;1.9;16.13501028;0.0;74.3
16.03.2017;1.5;0.2;3.4;1.0;15.21237132;0.0;92.8
17.03.2017;1.2;0.1;2.6;0.6;15.509781;0.0;100.0
18.03.2017;2.8;-0.1;5.9;2.0;9.2023056;0.0;88.3
19.03.2017;2.1;1.3;3.3;3.0;7.61977008;0.0;93.8
20.03.2017;3.2;1.9;4.9;2.1;15.65559324;0.0;98.3
21.03.2017;4.4;3.4;5.9;1.3;15.45264828;0.0;94.4
22.03.2017;3.6;-1.0;10.2;1.5;11.79104328;0.0;84.9
23.03.2017;5.5;1.9;10.1;1.9;10.7363196;0.0;76.1
24.03.2017;3.5;-2.4;9.3;1.5;9.39233664;0.0;74.3
25.03.2017;0.5;-1.8;3.4;2.5;16.66884204;0.0;71.3
26.03.2017;2.4;-3.6;7.2;2.4;13.01321952;0.0;54.6
27.03.2017;1.1;-0.4;4.1;3.0;17.14495968;0.0;85.1
28.03.2017;0.4;-2.9;2.8;3.8;16.75324692;0.0;80.6
29.03.2017;-1.4;-4.2;1.7;1.9;17.22564504;0.0;61.0
30.03.2017;-2.3;-5.0;0.3;2.6;16.06534272;0.0;47.9
31.03.2017;-0.6;-6.8;2.2;1.8;17.1341226;0.0;75.1
01.04.2017;1.5;-1.3;4.8;2.4;16.1286012;0.0;62.6
02.04.2017;3.7;-0.2;8.1;1.8;18.44658288;0.0;90.0
